age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
46,Self-emp-not-inc,113434,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,22743,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,60,United-States,>50K
26,Private,195994,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
46,Private,370119,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
27,Unknown,501172,Some-college,10,Married-civ-spouse,Unknown,Husband,White,Male,0,419,20,Mexico,<=50K
34,Private,146980,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,65,United-States,<=50K
45,Private,190088,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K
26,Private,224943,Assoc-voc,11,Never-married,Sales,Other-relative,Black,Male,0,0,65,United-States,<=50K
24,State-gov,249385,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Female,0,0,10,United-States,<=50K
47,Private,26950,Masters,14,Divorced,Sales,Not-in-family,White,Female,0,0,6,United-States,<=50K
25,Private,274228,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,84,United-States,<=50K
62,Self-emp-inc,354075,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
28,Private,183802,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
30,Private,19847,Some-college,10,Divorced,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
40,Local-gov,293809,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K
45,Private,199832,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,United-States,<=50K
39,Local-gov,423605,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,40,Nicaragua,>50K
35,Private,178322,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,>50K
36,Private,226013,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,5178,0,40,United-States,>50K
23,Private,146499,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,48,United-States,<=50K
26,Private,476558,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
46,Private,192963,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,2415,35,Philippines,>50K
42,Private,245565,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,12,England,<=50K
33,Federal-gov,319560,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,>50K
20,Private,333505,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,Nicaragua,<=50K
26,Private,116044,11th,7,Separated,Craft-repair,Other-relative,White,Male,2907,0,50,United-States,<=50K
28,Unknown,123147,Some-college,10,Married-civ-spouse,Unknown,Wife,White,Female,0,1887,40,United-States,>50K
52,Private,218550,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,14084,0,16,United-States,>50K
45,Private,255014,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
26,Private,365289,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,190105,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,55,United-States,<=50K
25,Private,122756,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,35,United-States,<=50K
52,Federal-gov,291096,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,40,United-States,>50K
27,Private,147951,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,1,United-States,<=50K
60,Private,389254,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
35,Private,267866,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1887,50,Iran,>50K
31,Private,128567,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,323810,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Self-emp-not-inc,214008,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
19,Unknown,308064,HS-grad,9,Never-married,Unknown,Not-in-family,Black,Female,0,0,40,United-States,<=50K
32,Federal-gov,566117,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Private,336707,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Female,0,0,60,United-States,<=50K
17,Private,47425,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
23,Private,520231,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
61,Private,193479,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,<=50K
38,Local-gov,165799,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,12,United-States,<=50K
65,Private,101104,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,9386,0,10,United-States,>50K
19,Private,458558,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
50,Local-gov,50178,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,55,United-States,<=50K
40,Local-gov,153489,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Male,3137,0,40,United-States,<=50K
51,Unknown,130667,HS-grad,9,Separated,Unknown,Not-in-family,Black,Male,0,0,6,United-States,<=50K
25,Private,476334,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
47,Federal-gov,168109,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,United-States,<=50K
25,Self-emp-inc,161007,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,673764,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
18,Private,478380,11th,7,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
35,Private,81232,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
51,Private,384248,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,50,United-States,<=50K
28,Private,115549,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States,<=50K
34,Self-emp-not-inc,312197,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,Mexico,>50K
43,State-gov,33331,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70,United-States,>50K
28,Private,141957,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,70,United-States,>50K
44,Private,171722,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,39,United-States,<=50K
47,State-gov,223944,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K
29,Unknown,339100,11th,7,Divorced,Unknown,Not-in-family,White,Female,3418,0,48,United-States,<=50K
25,Private,74883,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,1092,40,Philippines,<=50K
51,Private,340588,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,54,Mexico,<=50K
60,Private,166386,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,30,Hong,<=50K
39,Private,188391,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,>50K
41,Private,204682,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,2174,0,40,Japan,<=50K
32,Private,113688,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
55,Private,750972,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,<=50K
20,Private,275691,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States,<=50K
38,Private,179117,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,Black,Female,10520,0,50,United-States,>50K
41,Private,282964,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Self-emp-not-inc,567788,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
46,Private,269652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,38,United-States,>50K
25,Private,32276,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,28,United-States,<=50K
44,Local-gov,387770,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,<=50K
36,Private,329980,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,40,United-States,>50K
50,Private,269095,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,208249,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,62,United-States,<=50K
36,Self-emp-not-inc,89622,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,United-States,>50K
35,Private,41777,12th,8,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K
26,Private,238367,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,239753,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,20,United-States,<=50K
49,Local-gov,46537,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,594,0,10,United-States,<=50K
37,Private,257042,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,1506,0,40,United-States,<=50K
20,Private,42706,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,72,United-States,<=50K
37,Private,171090,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,48,United-States,<=50K
30,Private,460408,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1672,45,United-States,<=50K
24,Private,41838,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,40,United-States,<=50K
35,Private,275364,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,7430,0,40,Germany,>50K
51,Private,30008,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
64,Local-gov,164876,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,20,United-States,<=50K
24,Private,235071,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
50,Private,182907,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
41,Private,173370,Bachelors,13,Separated,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
20,Private,193586,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,18,United-States,<=50K
31,Private,1033222,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,8614,0,40,United-States,>50K
65,Private,105491,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,>50K
36,Local-gov,380614,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,Germany,>50K
35,Unknown,296738,11th,7,Separated,Unknown,Not-in-family,White,Female,6849,0,60,United-States,<=50K
43,Local-gov,96102,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,>50K
39,Private,114678,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,5455,0,40,United-States,<=50K
36,State-gov,119272,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40,United-States,>50K
30,Private,306383,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K
34,Local-gov,243867,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
17,Private,132636,11th,7,Never-married,Transport-moving,Own-child,White,Female,0,0,16,United-States,<=50K
31,Private,178623,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,14084,0,60,United-States,>50K
46,Self-emp-inc,216414,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States,>50K
30,Private,36340,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,<=50K
25,Private,283515,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,<=50K
46,Private,279661,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,35,United-States,<=50K
53,Private,178356,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407,0,99,United-States,<=50K
44,Private,219288,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
36,Unknown,53606,Assoc-voc,11,Married-civ-spouse,Unknown,Wife,White,Female,3908,0,8,United-States,<=50K
50,Self-emp-not-inc,99894,5th-6th,3,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
43,Private,115806,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,2547,40,United-States,>50K
26,Private,167350,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,<=50K
25,Private,176836,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
21,Unknown,305466,Some-college,10,Never-married,Unknown,Own-child,White,Male,0,0,70,United-States,<=50K
22,Private,370548,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
27,Self-emp-not-inc,37302,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,70,United-States,>50K
36,Private,145933,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,2258,70,United-States,<=50K
18,Private,317425,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,7,United-States,<=50K
19,Private,243373,12th,8,Never-married,Sales,Other-relative,White,Male,1055,0,40,United-States,<=50K
63,Private,67903,9th,5,Separated,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K
25,Private,302465,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1741,40,United-States,<=50K
31,Private,240441,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,1564,40,United-States,>50K
64,Private,631947,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,253310,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,7,United-States,<=50K
37,Self-emp-not-inc,58343,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,0,0,56,United-States,<=50K
34,Private,99872,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3103,0,40,India,>50K
25,Private,106491,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
17,Private,47771,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
37,Self-emp-not-inc,272090,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K
30,Private,79448,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,10,United-States,<=50K
31,Federal-gov,130057,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United-States,>50K
71,Self-emp-not-inc,494223,Some-college,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States,<=50K
26,Private,456618,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,2597,0,40,United-States,<=50K
58,Unknown,37591,Bachelors,13,Widowed,Unknown,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Local-gov,228372,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
38,Self-emp-inc,478829,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
29,Private,37215,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
29,Private,191722,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,54,United-States,>50K
18,State-gov,30687,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,<=50K
55,Self-emp-inc,392325,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K
29,Self-emp-inc,168221,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,70,United-States,<=50K
57,Self-emp-inc,412952,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
26,Unknown,431861,10th,6,Separated,Unknown,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,182812,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,3325,0,52,Dominican-Republic,<=50K
34,Local-gov,62463,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1579,40,United-States,<=50K
69,Private,124930,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2267,40,United-States,<=50K
41,Private,121718,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,1848,48,United-States,>50K
27,Self-emp-inc,153546,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,36,United-States,>50K
45,Private,34419,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
32,Private,48458,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,1669,45,United-States,<=50K
55,Private,117299,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
40,Private,160369,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,45,United-States,>50K
42,Private,115085,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
17,Local-gov,170916,10th,6,Never-married,Protective-serv,Own-child,White,Female,0,1602,40,United-States,<=50K
50,State-gov,356619,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
44,Local-gov,277144,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,United-States,<=50K
46,Private,188386,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
45,State-gov,103406,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
53,Private,257940,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40,United-States,<=50K
30,Private,193598,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico,<=50K
33,Private,79923,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
32,Private,154087,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,116632,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
45,Private,81132,Some-college,10,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,55,United-States,>50K
41,Private,206878,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
40,Private,347934,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
29,Self-emp-not-inc,125190,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
62,Private,35783,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
19,Private,343200,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
31,Federal-gov,126501,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
77,Unknown,232894,9th,5,Married-civ-spouse,Unknown,Husband,Black,Male,0,0,40,United-States,<=50K
50,Local-gov,30682,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
33,Local-gov,222654,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,66,Unknown,<=50K
34,Private,167893,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,64,United-States,>50K
30,Private,609789,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,Mexico,<=50K
52,State-gov,254285,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,70,Germany,>50K
19,Self-emp-not-inc,342384,11th,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,2129,55,United-States,<=50K
67,Self-emp-not-inc,286372,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,440969,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
44,Private,267717,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,45,United-States,>50K
63,Local-gov,57674,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K
27,Unknown,308995,Some-college,10,Divorced,Unknown,Own-child,Black,Female,0,0,40,United-States,<=50K
66,Self-emp-not-inc,104576,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,8,United-States,>50K
64,State-gov,277657,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States,<=50K
19,Private,66838,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,9,United-States,<=50K
66,Private,350498,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1258,20,United-States,<=50K
72,Unknown,129912,HS-grad,9,Married-civ-spouse,Unknown,Husband,White,Male,0,0,25,United-States,<=50K
36,Federal-gov,210945,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,United-States,<=50K
53,Unknown,29231,7th-8th,4,Married-civ-spouse,Unknown,Husband,White,Male,0,0,35,United-States,<=50K
25,Private,186925,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,2597,0,48,United-States,<=50K
26,Self-emp-not-inc,109609,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
51,Private,231181,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,21,United-States,<=50K
73,Private,147551,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2174,50,United-States,>50K
33,Private,424719,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,272671,Bachelors,13,Divorced,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
26,Private,154604,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Private,25005,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,99,United-States,>50K
41,Private,124956,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,90,United-States,>50K
36,Private,386726,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,44,United-States,>50K
43,Local-gov,118600,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,625,40,United-States,<=50K
17,Private,169037,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
35,Private,170617,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,48,United-States,<=50K
25,Private,31350,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,England,<=50K
82,Private,132870,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,4356,18,United-States,<=50K
57,Self-emp-not-inc,135134,Masters,14,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K
46,Private,198774,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,323,45,United-States,<=50K
46,Private,114032,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,45,United-States,>50K
36,Private,33983,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,>50K
44,Local-gov,136986,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,35,United-States,>50K
32,Private,185027,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,Ireland,>50K
55,Private,256526,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,4865,0,45,United-States,<=50K
20,Private,61777,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
29,State-gov,188986,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0,1590,64,United-States,<=50K
50,Local-gov,153064,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States,>50K
34,Private,591711,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,48,Unknown,<=50K
26,Unknown,132749,Bachelors,13,Never-married,Unknown,Not-in-family,White,Female,0,0,80,United-States,<=50K
28,Private,293926,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,30,United-States,<=50K
43,Private,427382,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
43,Private,174575,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1564,45,United-States,>50K
58,Local-gov,217775,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
44,Self-emp-not-inc,147206,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,12,United-States,<=50K
34,Private,42900,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
17,Private,127366,11th,7,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K
40,Self-emp-not-inc,403550,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
19,Private,195985,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
78,Private,135566,HS-grad,9,Widowed,Sales,Unmarried,White,Female,2329,0,12,United-States,<=50K
28,Private,287268,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
21,Private,286824,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
25,Private,486332,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,Mexico,<=50K
35,Private,234901,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,40,United-States,<=50K
17,Private,132680,10th,6,Never-married,Other-service,Own-child,White,Female,0,1602,10,United-States,<=50K
18,State-gov,272918,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,15,United-States,<=50K
30,Private,148524,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2057,40,United-States,<=50K
46,Self-emp-inc,98929,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,<=50K
35,Private,263081,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United-States,>50K
59,Local-gov,420537,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,United-States,>50K
